enrollee_id,Has relevent experience,No relevent experience
3932,Male,
3934,Male,
3935,,Male
3936,0,
3937,Male,
3940,Male,
3941,Male,
3942,Male,
3943,,Male
3944,,Other
3946,0,
3949,Male,
3950,,Male
3952,Male,
3953,Male,
3955,,Male
3956,Male,
3957,Male,
3958,Male,
3959,Male,
3961,Female,
3965,0,
3966,,Male
3967,,Male
3968,,Male
3974,Male,
3977,Male,
3978,Female,
3981,Female,
3982,Male,
3983,Male,
3984,Male,
3985,,0
3986,Male,
3988,Male,
3989,Male,
3990,,Male
3992,Male,
3993,Male,
3994,Male,
3997,,Male
3998,,Other
3999,Male,
4000,Male,
4001,Male,
4006,,Male
4007,Male,
4008,Male,
4009,,Male
4010,Male,
4011,Male,
4014,Male,
4016,0,
4017,Male,
4019,0,
4020,Male,
4022,Male,
4023,Male,
4025,,Male
4028,Male,
4029,Male,
4030,Male,
4031,Male,
4033,Male,
4034,Male,
4035,Male,
4040,Male,
4041,Male,
4043,Male,
4044,Male,
4045,,Male
4046,Male,
4047,,Male
4048,Male,
4049,Male,
4050,,Male
4051,Male,
4054,,Male
4055,Male,
4058,,Male
4060,0,
4064,0,
4065,Male,
4069,,Male
4070,Male,
4072,Male,
4073,,Male
4075,,Male
4076,Male,
4077,Male,
4080,Male,
4081,Female,
4083,Male,
4084,Male,
4085,Male,
4087,Male,
4092,Male,
4093,Male,
4094,Male,
4095,0,
4096,Male,
4097,Female,
4100,Male,
4101,Male,
4104,Male,
4107,Male,
4109,Male,
4111,Male,
4117,Male,
4118,Male,
4120,,Male
4121,Male,
4122,0,
4123,,0
4124,,Male
4126,Male,
4127,Male,
4130,Other,
4131,,Male
4133,Male,
4135,Male,
4139,Male,
4140,Male,
4141,0,
4142,Male,
4143,Male,
4144,0,
4145,Male,
4146,,Male
4147,Male,
4148,Male,
4149,Male,
4150,,Male
4152,0,
4154,0,
4155,Male,
4156,Female,
4157,,Male
4161,Male,
4162,Male,
4163,Male,
4164,Male,
4165,,Male
4167,0,
4168,0,
4172,0,
4174,Male,
4175,Male,
4176,Male,
4178,Male,
4179,0,
4180,Male,
4181,,Male
4182,Male,
4183,,Male
4186,,Male
4188,0,
4190,Male,
4191,Male,
4192,Male,
4193,Male,
4195,Male,
4196,,0
4198,Male,
4200,Male,
4204,Male,
4206,,Other
4207,Male,
4211,Female,
4212,Male,
4213,Male,
4215,0,
4216,Male,
4218,Male,
4219,Male,
4220,Male,
4221,,Male
4224,Male,
4227,Male,
4229,Male,
4232,Male,
4233,Male,
4235,Male,
4237,,0
4238,Male,
4239,,Male
4241,,Male
4242,Male,
4244,Female,
4245,,Male
4246,Male,
4247,0,
4251,Male,
4252,Male,
4254,Male,
4257,,0
4259,,Male
4260,,Male
4264,,Male
4265,Male,
4266,Male,
4267,,Male
4268,Male,
4269,Female,
4275,Male,
4276,Female,
4277,Male,
4278,,Male
4283,,Male
4284,Male,
4287,,Male
4290,,Male
4291,Male,
4292,Male,
4296,Male,
4297,,Male
4298,,Male
4302,Male,
4303,Male,
4306,Male,
4308,,Male
4309,Female,
4310,0,
4313,,0
4314,Male,
4316,,0
4317,,Male
4318,Male,
4319,Male,
4321,Male,
4323,Male,
4324,,Female
4326,0,
4327,Male,
4329,,Male
4335,Female,
4336,Male,
4338,Male,
4339,Male,
4340,Male,
4341,0,
4342,,Male
4344,Male,
4345,,0
4347,,0
4348,Male,
4349,,Male
4351,Male,
4354,,0
4355,,Male
4356,Male,
4358,Male,
4359,0,
4360,Male,
4366,Male,
4367,Male,
4372,0,
4374,,Male
4376,,Male
4378,Male,
4379,Male,
4380,Male,
4382,Male,
4383,,0
4385,,0
4389,,Male
4390,0,
4392,Male,
4394,Female,
4395,,Male
4396,Male,
4399,Male,
4400,Male,
4402,Male,
4405,Male,
4406,Male,
4407,,0
4408,Male,
4409,Male,
4411,,Female
4412,Male,
4413,Male,
4415,Male,
4416,Male,
4418,Male,
4419,Female,
4420,,0
4421,Male,
4423,Male,
4427,Male,
4430,Male,
4432,,Male
4433,Female,
4434,0,
4435,Male,
4436,Male,
4437,,0
4438,Male,
4441,Male,
4442,,Male
4443,0,
4444,Male,
4445,Male,
4447,0,
4449,,0
4451,Male,
4454,,Male
4455,Male,
4456,,0
4457,Male,
4458,,0
4459,Male,
4460,,Female
4461,0,
4462,Male,
4464,,Male
4466,0,
4467,0,
4468,Male,
4469,Male,
4470,,0
4473,Male,
4475,Male,
4476,Male,
4478,0,
4481,,0
4482,Male,
4483,Male,
4485,,0
4486,Male,
4487,Male,
4489,Male,
4490,Male,
4493,Male,
4494,,Male
4496,0,
4497,,Male
4498,Male,
4499,,Male
4501,Male,
4505,Male,
4507,Male,
4510,,Male
4512,Male,
4513,0,
4515,Male,
4520,0,
4521,,Male
4522,Male,
4523,,0
4526,Male,
4527,Male,
4528,Male,
4529,,Female
4531,Male,
4533,Male,
4534,Male,
4535,Male,
4536,Male,
4537,0,
4540,Male,
4547,Male,
4548,Male,
4550,Male,
4553,,Male
4554,,0
4556,,0
4557,Male,
4558,,0
4564,Male,
4565,,Male
4567,Female,
4568,,Male
4569,,Male
4570,,Male
4572,Male,
4574,Male,
4575,,0
4576,Male,
4577,0,
4580,Male,
4583,Male,
4584,,0
4585,Male,
4587,Male,
4589,Male,
4590,Male,
4592,,Male
4593,Male,
4594,Male,
4595,Male,
4598,,Male
4603,,Male
4604,Male,
4606,Male,
4608,Male,
4611,Male,
4612,,0
4615,0,
4617,Male,
4621,Female,
4622,Male,
4624,,Male
4625,Male,
4626,,Male
4627,,0
4630,,Male
4631,Male,
4632,,Male
4634,0,
4635,,Male
4638,Male,
4639,Male,
4640,Male,
4642,Male,
4643,,0
4644,Male,
4645,Male,
4646,0,
4647,,Male
4648,Female,
4649,Male,
4650,Male,
4651,,0
4653,,Male
4656,,Male
4657,Male,
4658,Male,
4659,,Male
4661,Male,
4662,,Male
4664,,Male
4665,Male,
4666,Male,
4668,Male,
4671,,0
4673,Male,
4675,,Male
4678,Male,
4680,,Other
4682,,Male
4684,,Male
4685,Male,
4686,Other,
4687,Male,
4688,Male,
4689,Male,
4692,0,
4693,,0
4694,,Male
4695,Male,
4696,Male,
4697,,Male
4698,Male,
4699,Male,
4700,,Male
4701,,0
4705,Female,
4706,,Female
4708,Male,
4710,,Male
4711,Male,
4712,Female,
4714,Male,
4717,Male,
4718,0,
4719,0,
4720,0,
4721,0,
4722,Male,
4723,Male,
4724,,Male
4727,,0
4729,,Male
4730,Male,
4731,,Male
4733,Female,
4735,,0
4738,,0
4739,Male,
4740,,Male
4741,0,
4743,,Male
4747,Male,
4748,Male,
4749,,Male
4751,,Male
4753,,0
4754,Male,
4755,Male,
4757,Male,
4758,,0
4759,Male,
4760,,Male
4763,,Male
4766,,0
4767,,Male
4769,Male,
4770,,0
4771,Male,
4772,Male,
4775,Male,
4776,,0
4777,Female,
4778,Male,
4779,Male,
4780,,Other
4781,,Female
4784,Male,
4786,Male,
4787,Male,
4789,Male,
4792,,Male
4793,Male,
4795,Female,
4797,0,
4798,,Female
4800,Male,
4803,,Male
4805,Male,
4807,,Male
4808,0,
4809,,Male
4812,Male,
4813,Male,
4815,,Male
4816,0,
4817,,Female
4820,,Male
4821,Male,
4822,0,
4823,0,
4824,Female,
4825,Male,
4826,Male,
4827,,Male
4828,,Male
4830,,0
4831,Male,
4833,,Male
4837,,0
4840,,Male
4841,,0
4843,Male,
4845,0,
4846,Male,
4848,Female,
4849,,0
4851,,0
4852,0,
4853,,Male
4854,Male,
4855,,Male
4856,Male,
4858,,0
4859,Male,
4860,Male,
4861,Male,
4864,Male,
4865,,Male
4866,Male,
4867,0,
4872,Male,
4873,,0
4874,Male,
4875,,Female
4876,Female,
4877,Male,
4880,Male,
4881,Male,
4883,,Male
4884,Male,
4885,,Male
4886,Male,
4887,Male,
4888,Female,
4890,Male,
4891,Male,
4892,Male,
4893,Male,
4895,Male,
4896,0,
4898,,Male
4900,,Male
4903,,Male
4904,,Male
4907,Male,
4909,Male,
4912,,0
4913,0,
4915,Female,
4916,,Male
4918,,Other
4921,,0
4922,Male,
4923,Male,
4925,Male,
4927,,Male
4929,Male,
4930,Male,
4933,Male,
4935,Male,
4936,Male,
4939,Male,
4940,Female,
4941,,Male
4947,,Male
4951,Male,
4952,,Male
4954,0,
4960,,Male
4961,,Male
4964,Male,
4965,Male,
4966,,Male
4970,Male,
4971,Male,
4977,,Male
4978,Male,
4980,Male,
4981,Male,
4982,,Male
4983,Male,
4984,,Male
4985,,Male
4986,Male,
4989,Female,
4990,Male,
4992,,0
4993,,0
4994,Female,
4996,,0
5003,Male,
5006,,0
5010,Male,
5011,Male,
5013,Male,
5014,,0
5022,,0
5023,Male,
5024,,Male
5027,Male,
5028,Male,
5030,,Male
5034,,Male
5035,Male,
5036,Male,
5039,Male,
5041,Male,
5042,Male,
5043,0,
5044,,Male
5045,0,
5051,Male,
5052,Male,
5053,Male,
5054,0,
5055,,Male
5057,0,
5059,,0
5060,,Male
5061,,Male
5063,Male,
5068,Male,
5070,,Male
5071,Male,
5072,,0
5074,,0
5079,,Male
5080,Male,
5094,Male,
5095,0,
5096,Male,
5097,,0
5098,Female,
5100,Male,
5102,,Male
5103,Male,
5104,Male,
5105,Male,
5107,Male,
5114,0,
5116,Male,
5117,,Male
5119,,Male
5121,,0
5122,,Male
5125,Male,
5127,Male,
5128,,Male
5131,,Male
5132,,Male
5134,Male,
5135,,Male
5136,Male,
5137,,Other
5139,,Male
5140,0,
5141,Male,
5142,,0
5143,Male,
5147,Male,
5148,0,
5149,Male,
5153,Male,
5154,,Other
5155,Male,
5158,Male,
5159,Male,
5161,,Male
5163,Male,
5164,Male,
5165,,0
5167,,Male
5168,Male,
5169,0,
5170,Male,
5172,,Male
5174,Male,
5175,Male,
5176,Male,
5177,0,
5178,Male,
5180,Male,
5181,,Male
5182,,Female
5183,Male,
5184,,Male
5187,,Male
5193,Female,
5195,Male,
5196,,Male
5198,Male,
5200,Male,
5201,,Male
5203,Male,
5204,Male,
5205,0,
5207,,0
5209,,Male
5210,,Male
5211,,0
5213,,0
5214,Female,
5215,Male,
5216,,0
5218,Male,
5220,Male,
5221,Male,
5223,Male,
5224,,Male
5225,Male,
5229,,0
5231,Male,
5233,Female,
5234,Male,
5237,0,
5240,Male,
5241,,0
5244,Female,
5245,,Male
5247,,Male
5248,,Male
5250,0,
5251,,Male
5252,,Female
5253,,Male
5256,Female,
5257,Male,
5260,,Male
5262,Male,
5264,,Male
5267,Male,
5268,Male,
5269,Male,
5270,Male,
5271,Male,
5273,Male,
5277,0,
5278,,Male
5284,0,
5287,,0
5292,,0
5293,,Male
5297,Male,
5302,Male,
5303,0,
5305,,Male
5306,0,
5307,0,
5308,Male,
5310,Male,
5311,,0
5314,,0
5315,,Male
5316,,0
5317,Male,
5318,Male,
5321,,Male
5322,0,
5324,Female,
5325,Male,
5326,,Male
5327,Male,
5328,,0
5330,,0
5331,Male,
5332,Male,
5334,Male,
5335,Male,
5336,Male,
5337,0,
5338,,Female
5339,Male,
5340,Male,
5343,0,
5347,,0
5348,,Female
5349,,Male
5351,,Male
5352,Male,
5354,0,
5355,Male,
5356,,Male
5357,0,
5358,0,
5360,Male,
5363,Male,
5365,0,
5366,Male,
5369,Male,
5371,0,
5373,,Male
5378,Male,
5379,Male,
5382,Male,
5383,Male,
5384,0,
5385,Male,
5389,Male,
5394,,Male
5396,,Male
5398,Male,
5399,0,
5401,0,
5404,,Male
5405,0,
5406,0,
5407,,Male
5409,Male,
5413,Male,
5414,Male,
5417,Male,
5418,,Male
5419,,Male
5420,,Male
5421,,Male
5423,Male,
5426,,Male
5429,,Male
5431,,Male
5432,,0
5433,Male,
5434,,Male
5435,,Male
5436,Male,
5437,0,
5438,Male,
5439,Male,
5442,Male,
5443,Male,
5444,Male,
5445,Female,
5446,0,
5447,,Male
5450,Male,
5451,0,
5452,Male,
5454,Male,
5460,Male,
5462,Male,
5463,0,
5464,0,
5465,,Female
5467,,Male
5468,,Female
5469,Male,
5470,Male,
5471,,0
5472,Male,
5473,Male,
5474,,Male
5480,,Male
5481,Male,
5483,,Female
5486,,Male
5490,,Male
5491,Male,
5493,Male,
5494,Male,
5495,Male,
5496,0,
5497,,0
5499,Male,
5500,0,
5502,,Male
5508,Male,
5510,,0
5513,,Male
5515,Male,
5516,Male,
5518,Male,
5520,0,
5521,,0
5526,,0
5530,Male,
5531,Female,
5532,Male,
5533,,Male
5535,,Male
5536,Male,
5537,Other,
5538,,0
5543,,Male
5545,,Male
5548,Male,
5549,Male,
5551,,Male
5552,Male,
5554,,Male
5555,Other,
5557,0,
5558,0,
5560,0,
5562,,0
5565,Male,
5568,,Male
5569,,0
5570,Male,
5573,,0
5574,Male,
5577,,0
5579,,Male
5581,Male,
5582,Male,
5583,Male,
5584,Male,
5586,,Male
5589,0,
5590,Male,
5591,Male,
5592,0,
5593,Male,
5594,0,
5595,,Male
5597,Male,
5598,Male,
5599,0,
5600,0,
5602,0,
5603,0,
5604,,Male
5606,Male,
5607,Male,
5609,0,
5613,Male,
5614,0,
5615,,Male
5617,0,
5618,Male,
5620,0,
5621,,Male
5626,Male,
5627,,0
5628,0,
5629,0,
5630,,Male
5632,0,
5633,0,
5634,Male,
5635,Male,
5637,Male,
5638,,Male
5642,Male,
5645,Male,
5646,Male,
5647,Male,
5651,Male,
5652,Female,
5653,0,
5656,Male,
5657,Male,
5660,0,
5662,0,
5666,Male,
5667,Male,
5668,,Male
5669,0,
5671,0,
5673,,Male
5679,Male,
5680,Male,
5682,Male,
5686,0,
5687,Male,
5688,0,
5689,0,
5690,Male,
5691,Male,
5692,Male,
5694,,Male
5695,Male,
5697,Female,
5698,Male,
5700,Male,
5701,Female,
5703,,0
5704,0,
5706,Male,
5707,Male,
5708,Male,
5710,Male,
5711,Male,
5713,Male,
5716,Male,
5717,Male,
5719,,0
5721,0,
5722,Male,
5723,Male,
5725,Female,
5726,Male,
5727,Male,
5730,Male,
5731,Male,
5732,Male,
5733,Male,
5734,Male,
5735,Male,
5737,0,
5740,Male,
5741,,Male
5742,Male,
5743,Female,
5744,Male,
5746,Male,
5747,Male,
5748,Male,
5749,,Male
5752,Male,
5755,Male,
5756,Male,
5759,Male,
5760,0,
5761,Male,
5763,Male,
5764,0,
5766,Male,
5767,,Male
5768,Male,
5771,Male,
5773,Male,
5774,Male,
5775,0,
5776,0,
5777,Male,
5778,0,
5779,Male,
5783,Male,
5784,0,
5785,Male,
5787,Male,
5789,Male,
5791,,Male
5792,Male,
5794,0,
5796,0,
5798,Male,
5801,0,
5802,,0
5804,Male,
5808,Male,
5811,,Male
5812,,0
5813,,Male
5814,Male,
5815,Male,
5816,Male,
5821,Male,
5822,,Male
5824,Male,
5826,,Male
5827,Female,
5828,Male,
5830,Male,
5832,Male,
5834,Male,
5835,Male,
5836,Male,
5837,,Male
5842,0,
5844,Female,
5845,0,
5846,Male,
5847,Male,
5848,Male,
5851,Male,
5852,,0
5853,Male,
5854,,Male
5855,Male,
5856,Male,
5858,Male,
5859,Male,
5860,Male,
5862,Male,
5863,0,
5865,0,
5866,Male,
5867,Male,
5868,Male,
5869,Female,
5870,,Male
5872,0,
5875,Male,
5876,0,
5878,Male,
5879,Male,
5880,Female,
5881,Male,
5883,0,
5884,,Male
5887,Male,
5891,,Male
5892,Male,
5893,Male,
5894,Male,
5895,Male,
5896,Male,
5897,Male,
5899,,Male
5900,Male,
5901,0,
5902,0,
5903,Male,
5905,0,
5906,Male,
5908,Male,
5910,Male,
5911,Male,
5912,,0
5914,0,
5915,Male,
5916,Male,
5918,,0
5919,0,
5920,Male,
5921,Male,
5924,Male,
5926,Male,
5929,Male,
5930,Male,
5933,,Male
5937,Male,
5939,Male,
5940,0,
5942,0,
5946,Male,
5948,,0
5949,Male,
5950,Female,
5951,0,
5952,Male,
5953,0,
5954,0,
5955,Female,
5957,Male,
5958,0,
5959,0,
5963,Male,
5965,0,
5971,Male,
5972,Male,
5973,Male,
5975,Male,
5978,,Male
5979,Male,
5982,Male,
5983,0,
5986,0,
5987,Male,
5989,,0
5990,Male,
5991,0,
5993,Male,
5995,Female,
5996,,Male
5997,Male,
5998,Male,
6001,,Male
6002,0,
6003,Male,
6004,Male,
6005,,0
6007,Male,
6008,Male,
6009,Male,
6010,Male,
6011,Male,
6013,Male,
6014,Male,
6015,Female,
6016,Male,
6018,Male,
6020,Male,
6021,0,
6022,Male,
6023,Male,
6024,Male,
6025,Female,
6029,Male,
6030,,Male
6031,,Male
6033,Male,
6034,0,
6035,0,
6036,0,
6037,Male,
6038,Male,
6042,Male,
6046,,Male
6047,,Male
6052,Male,
6053,Male,
6059,Male,
6060,0,
6062,0,
6063,0,
6064,Male,
6065,Male,
6066,Male,
6068,0,
6069,0,
6070,0,
6071,Male,
6072,Female,
6074,Male,
6075,Male,
6079,Female,
6080,Male,
6082,Male,
6083,,Male
6085,,Male
6090,Male,
6091,Male,
6094,0,
6096,Male,
6097,Male,
6099,,Male
6101,Male,
6102,Female,
6103,0,
6104,Male,
6105,Male,
6107,Male,
6110,Male,
6111,,Male
6113,Male,
6115,Male,
6119,Male,
6120,Male,
6121,Male,
6123,Male,
6124,Male,
6125,Female,
6126,0,
6127,Male,
6128,Male,
6130,,Male
6131,0,
6132,Male,
6135,0,
6137,Male,
6140,Male,
6141,Male,
6142,0,
6143,0,
6145,Male,
6146,0,
6147,Male,
6148,,Male
6152,0,
6156,,Male
6157,Male,
6158,Male,
6160,,0
6161,Male,
6163,Male,
6164,Male,
6169,0,
6170,Male,
6171,Male,
6172,Male,
6176,0,
6178,0,
6182,0,
6184,,0
6185,Male,
6186,Male,
6187,Male,
6188,Male,
6189,,0
6190,Male,
6192,,Male
6194,Male,
6195,Male,
6196,Male,
6198,Male,
6201,Male,
6202,,0
6205,Male,
6207,Male,
6208,,0
6210,Male,
6211,Male,
6212,Male,
6213,0,
6214,,0
6215,,0
6218,0,
6219,Male,
6220,,0
6221,0,
6222,Male,
6223,0,
6227,Male,
6228,Male,
6229,,Male
6230,,0
6231,Male,
6232,Male,
6233,,Male
6234,Male,
6235,Male,
6236,,0
6240,Male,
6241,Male,
6242,0,
6243,0,
6245,,Male
6247,,Male
6248,0,
6251,,Male
6252,,Male
6254,,Male
6255,Male,
6259,Male,
6265,Male,
6266,Male,
6267,Male,
6269,Male,
6273,Male,
6275,,0
6276,,Male
6277,,0
6278,Male,
6279,0,
6283,Male,
6284,Male,
6285,Male,
6286,0,
6287,,0
6288,Male,
6289,0,
6290,0,
6293,Male,
6297,0,
6298,Male,
6301,0,
6302,Male,
6304,Male,
6306,Male,
6307,Male,
6310,Male,
6313,Male,
6318,Male,
6321,0,
6323,0,
6324,0,
6325,Male,
6326,Male,
6327,Male,
6333,0,
6336,,Male
6340,0,
6345,0,
6347,,Male
6348,Male,
6350,0,
6351,Male,
6352,Male,
6354,Male,
6355,Male,
6357,Male,
6362,,Male
6363,0,
6364,,0
6365,,Male
6369,,0
6370,0,
6371,Other,
6372,,Male
6374,Male,
6376,,Male
6379,0,
6380,Male,
6384,Male,
6385,Male,
6386,,Male
6387,0,
6389,Male,
6390,,Male
6391,0,
6392,,0
6394,Male,
6395,,Female
6396,0,
6397,0,
6399,0,
6401,Male,
6403,,Male
6404,Male,
6406,0,
6407,0,
6408,Male,
6410,,0
6417,Male,
6420,,Male
6421,Male,
6422,,Male
6423,,Male
6424,Male,
6426,Male,
6428,Male,
6429,Female,
6430,Female,
6434,0,
6436,Male,
6437,,0
6438,0,
6439,,0
6443,Male,
6445,Female,
6446,,Male
6447,,Male
6448,Male,
6449,Male,
6450,Male,
6453,Male,
6454,Male,
6455,,Male
6457,Male,
6458,Male,
6459,Female,
6466,,0
6468,0,
6470,Male,
6472,Male,
6473,Male,
6475,,Male
6476,,Male
6477,0,
6478,,Male
6479,Male,
6480,Male,
6481,Male,
6482,0,
6483,0,
6485,Female,
6487,Male,
6489,Male,
6490,0,
6491,0,
6493,Male,
6494,Male,
6495,Male,
6496,0,
6497,Male,
6498,0,
6499,0,
6500,,0
6502,0,
6505,Male,
6507,,0
6508,0,
6511,0,
6512,0,
6513,Male,
6514,Male,
6516,0,
6517,,Male
6518,Male,
6520,Male,
6521,Male,
6525,,0
6526,,Male
6528,Male,
6529,Male,
6530,0,
6532,0,
6533,Male,
6535,Female,
6537,,Female
6539,0,
6540,,0
6541,Male,
6542,Male,
6543,Male,
6545,Male,
6546,,0
6549,0,
6551,Male,
6553,,0
6554,Male,
6557,Male,
6558,0,
6559,,Male
6561,0,
6563,Male,
6564,0,
6565,Male,
6567,Male,
6570,0,
6571,Male,
6572,Male,
6576,0,
6577,Male,
6579,0,
6580,0,
6581,Male,
6582,0,
6584,,Male
6588,Male,
6589,Male,
6592,Male,
6593,Male,
6594,Male,
6595,Male,
6596,,0
6603,0,
6604,0,
6605,Male,
6606,Male,
6607,Male,
6608,Male,
6614,Male,
6616,Male,
6617,0,
6618,0,
6622,0,
6623,0,
6625,Male,
6626,,0
6627,Male,
6628,0,
6629,Male,
6631,Male,
6632,Male,
6634,Male,
6635,0,
6637,,0
6639,0,
6640,0,
6644,Male,
6646,Male,
6647,0,
6649,0,
6651,,Male
6655,0,
6656,0,
6658,,Male
6659,0,
6660,0,
6662,Male,
6663,Male,
6664,Male,
6665,Male,
6667,0,
6668,Male,
6669,Male,
6670,Male,
6672,Male,
6675,Male,
6676,Male,
6678,0,
6679,Male,
6680,0,
6681,Male,
6682,0,
6683,Male,
6685,Male,
6686,Male,
6688,Male,
6690,Male,
6691,,Male
6693,0,
6696,,0
6697,Male,
6700,Male,
6702,,Female
6705,,0
6706,,0
6707,Female,
6708,0,
6712,,0
6715,,0
6716,Male,
6718,Male,
6719,,Male
6722,0,
6723,0,
6724,,Male
6725,0,
6726,Male,
6728,0,
6729,,Male
6730,Male,
6731,Male,
6737,0,
6744,0,
6747,0,
6750,0,
6753,Male,
6754,,Male
6755,Male,
6756,,Male
6758,0,
6760,0,
6761,Male,
6762,0,
6763,Male,
6764,,Male
6765,0,
6766,Male,
6770,Male,
6772,0,
6773,Male,
6774,Male,
6775,Male,
6776,,Male
6777,0,
6779,Male,
6780,Male,
6781,0,
6782,0,
6783,Male,
6785,Male,
6788,Male,
6789,,Male
6790,Male,
6791,0,
6792,Male,
6797,0,
6800,0,
6801,0,
6802,Male,
6803,Male,
6806,0,
6807,,Male
6808,0,
6810,Male,
6811,,0
6812,Male,
6814,,0
6819,,0
6820,Male,
6821,Other,
6825,Male,
6826,,Male
6828,Male,
6832,0,
6836,,Female
6838,Male,
6840,Male,
6842,Male,
6843,Male,
6844,,Male
6845,0,
6846,Male,
6848,Male,
6849,,Male
6850,Female,
6852,Male,
6853,0,
6854,Male,
6855,,Male
6856,,Other
6858,Male,
6860,0,
6863,,0
6866,,Male
6868,Male,
6869,0,
6870,Female,
6872,,0
6874,,0
6877,Male,
6879,0,
6885,Male,
6886,,0
6887,Male,
6888,,Male
6895,0,
6896,Female,
6897,Male,
6898,,Male
6901,0,
6903,0,
6904,Other,
6905,Male,
6906,0,
6907,,0
6909,,Female
6910,Male,
6914,,0
6915,,Male
6918,Female,
6920,,Male
6924,,Male
6925,Male,
6926,Other,
6930,,0
6932,0,
6934,Male,
6936,0,
6937,,0
6941,,Male
6942,,Male
6943,0,
6945,Male,
6947,0,
6949,,Male
6951,Male,
6953,0,
6954,0,
6957,,0
6958,Male,
6959,,Male
6960,Male,
6961,Male,
6965,Male,
6966,0,
6970,,0
6973,,Male
6974,,0
6976,0,
6977,Male,
6978,0,
6979,0,
6980,Male,
6983,Male,
6987,Male,
6988,Male,
6990,Male,
6992,0,
6994,0,
6995,,Male
7003,0,
7004,Male,
7006,Male,
7007,Male,
7009,0,
7010,Male,
7014,Male,
7016,Male,
7017,0,
7021,Male,
7022,0,
7024,,Male
7026,,Male
7029,,Male
7030,,Male
7031,Male,
7035,Male,
7037,Male,
7039,Male,
7040,0,
7041,Male,
7042,,Male
7043,,Male
7044,Male,
7047,Male,
7048,0,
7049,,Male
7051,0,
7054,Male,
7056,Male,
7057,Male,
7058,0,
7059,Male,
7061,0,
7062,Male,
7067,0,
7068,,Male
7072,Female,
7073,,Male
7074,Male,
7075,0,
7080,0,
7082,Male,
7083,Male,
7085,0,
7086,,Male
7089,,Male
7093,0,
7098,0,
7099,0,
7101,,0
7103,Male,
7104,Male,
7110,Male,
7111,0,
7113,Male,
7115,,0
7116,Male,
7118,Male,
7124,Male,
7125,,0
7127,0,
7129,,Male
7130,,Male
7133,Male,
7134,Male,
7135,Male,
7138,Male,
7143,Male,
7145,Male,
7146,Male,
7147,0,
7149,Male,
7150,,Male
7151,Male,
7152,,0
7153,Male,
7154,Male,
7155,Male,
7157,Male,
7158,,Male
7159,0,
7160,,Male
7162,,Male
7163,Male,
7164,Female,
7165,0,
7166,,0
7167,Male,
7168,Male,
